Time,Animal Type and Number,Location,Rating,Tinged By,Title
6:50am,Herd of Elephant,"H9, at Rhidonda dam Near Letaba",5/5,Renata - Kedibone Safaris,"Dec 22, 2023 · 5:39 AM UTC"
6:40am,Huge herd of Buffalo ,"H9, 1.8km W of Rhidonda dam Near Letaba",5/5,Renata - Kedibone Safaris,"Dec 22, 2023 · 5:39 AM UTC"
10:50am,Photo of the Pride of Lion stationary,"S137, 1.3km E of S130 on S side, in the rain Near Lower Sabie",5/5,Jean - Discover Kruger Safaris,"Dec 26, 2023 · 9:44 AM UTC"
6:58am,3 Cheetah stationary,"S28, in long grass on E side, about 80m from the road, 11.6km E from H4-2 S entrance. No visual unless they stand. Near Crocodile Bridge",1/5,Jean - Discover Kruger Safaris,"Dec 26, 2023 · 6:31 AM UTC"
6:45am,3 Cheetah on the move,"S28, 11.4km E from H4-2 S entrance. Moving E on E side of road. Near Crocodile Bridge",5/5,Jean - Discover Kruger Safaris,"Dec 26, 2023 · 6:31 AM UTC"
6:50am,Vurhami pride of Lion stationary,"S28, 1.5km E from the H4-2 S entrance. On E side Near Crocodile Bridge",5/5,Jean - Discover Kruger Safaris,"Dec 27, 2023 · 5:03 AM UTC"
6:22am,1 Cheetah on the move,"S25, 500m W of H4-2 Near Crocodile Bridge",5/5,Christelle - Capture Nature Kruger Safaris,"Dec 28, 2023 · 4:58 AM UTC"
8:15am,1 Leopard sleeping,"H3, about 1km N of S110 tar, in a tree Near Malelane",5/5,Frannie - Tambotie Transfers and Tours,"Dec 29, 2023 · 6:33 AM UTC"
3:30pm,1 Leopard on a kill,"H1-4, 200m S of Ngotso, W side of the road feeding on a warthog. Near Satara",5/5,Renata - Kedibone Safaris,"Dec 28, 2023 · 3:05 PM UTC"
9:25am,1 Leopard on the move,"H1-4, 5km S of S89, moving E, lost visual now Near Satara",1/5,Renata - Kedibone Safaris,"Dec 28, 2023 · 9:00 AM UTC"
8:40am,1 Leopard hunting,"H1-4, 5km S of S89, lying flat under a bush busy stalking Impala Near Satara",3/5,Renata - Kedibone Safaris,"Dec 28, 2023 · 9:00 AM UTC"
2:20pm,Active den of Spotted Hyena,"H1-1, 1.2km N of S114. Near Skukuza",5/5,Christelle - Capture Nature Kruger Safaris,"Dec 30, 2023 · 1:32 PM UTC"
