Time,Animal Type and Number,Location,Rating,Tinged By,Title
6:25am,1 Leopard in a tree with kill,"H3, 500m S of Matjulu Bridge Near Malelane",4/5,Mel,"Dec 25, 2023 · 2:53 PM UTC"
7:20am,1 Leopard moved off tree,"S25, 16.4km E from the Lukimbi entrance Near Biyamiti Bush Camp",5/5,Neels,"Dec 27, 2023 · 5:35 AM UTC"
2:37pm,1 Leopard ,"H10, 10.4km N of H4-2 Near Lower Sabie",3/5,Madz009,"Dec 26, 2023 · 3:56 PM UTC"
8:14am,1 Leopard in a tree,"S82, off the H4-2 S Near Lower Sabie",5/5,Bhana Fam,"Dec 26, 2023 · 3:35 PM UTC"
4:15pm,2 Leopards on the move,"H3, Mlambane Bridge Near Malelane",5/5,NY ENERGY,"Dec 26, 2023 · 3:01 PM UTC"
12:15pm,Video of the Leopard in a tree,"H1-1, at S110 tar junction, distant visual Near Malelane",2/5,AfricanBushKingdom,"Dec 26, 2023 · 12:27 PM UTC"
9:21am,1 Leopard in a tree,"H5, 4km W of H4-2 Near Crocodile Bridge",5/5,Di Garrard,"Dec 28, 2023 · 7:44 AM UTC"
9:01am,1 Leopard ,"H3, 1.1km N of S110 tar Near Malelane",5/5,JohanJvRensburg,"Dec 28, 2023 · 7:07 AM UTC"
8:35am,1 Leopard on the move,"H3, 2.7km N of S110 tar, was stationary, started moving south parallel to road Near Malelane",5/5,F j desai,"Dec 28, 2023 · 7:02 AM UTC"
8:35am,1 Leopard stationary,"H3, at S110 sand junction, about 15m from the road Near Malelane",5/5,RinaS,"Dec 28, 2023 · 6:43 AM UTC"
2:33pm,1 Leopard on the move,"H3, 350m N of S112 Near Skukuza",5/5,Wheelzies,"Dec 27, 2023 · 2:28 PM UTC"
9:59am,1 Leopard on the move,"S25, 6.6km E of S119 Near Malelane",3/5,Wheelzies,"Dec 27, 2023 · 9:09 AM UTC"
10:22am,1 Leopard ,"H1-3, at S125 junction Near Satara",5/5,Mohammed,"Dec 27, 2023 · 8:56 AM UTC"
9:29am,1 Leopard hunting,"H3, moved pass the S110 tar junction towards the gate side about 80m stalking Impala Near Malelane",5/5,Mel,"Dec 29, 2023 · 7:44 AM UTC"
8:35am,1 Leopard in a tree,"H3, about 500m N of S110 tar Near Malelane",5/5,Mel,"Dec 29, 2023 · 6:43 AM UTC"
8:15am,1 Leopard crossed road but now up in tree,"H3, 600m N of S110 tar Near Malelane",5/5,AfricanBushKingdom,"Dec 29, 2023 · 6:42 AM UTC"
8:15am,1 Leopard sleeping,"H3, about 1km N of S110 tar, in a tree Near Malelane",5/5,Frannie - Tambotie Transfers and Tours,"Dec 29, 2023 · 6:33 AM UTC"
7:21am,1 Leopard in a tree,"H1-1, 1.3km S of H11 Near Skukuza",3/5,BenNats,"Dec 29, 2023 · 5:53 AM UTC"
5:42pm,Photo of the Leopard in a tree,"S110 tar, 100m W of H3 Near Malelane",5/5,Mel,"Dec 28, 2023 · 3:53 PM UTC"
5:42pm,1 Leopard in a tree,"S110 tar, 100m W of H3 Near Malelane",5/5,Mel,"Dec 28, 2023 · 3:46 PM UTC"
3:30pm,1 Leopard on a kill,"H1-4, 200m S of Ngotso, W side of the road feeding on a warthog. Near Satara",5/5,Renata - Kedibone Safaris,"Dec 28, 2023 · 3:05 PM UTC"
4:05pm,1 Leopard on the move,"H1-4, about 5km S of S89, walking about 50m in Near Satara",5/5,Team Brandon and Sparky,"Dec 28, 2023 · 2:41 PM UTC"
9:30am,1 Leopard in a tree,"H2-2, 6km W of S114 Near Malelane",5/5,AfricanBushKingdom,"Dec 28, 2023 · 10:43 AM UTC"
9:25am,1 Leopard on the move,"H1-4, 5km S of S89, moving E, lost visual now Near Satara",1/5,Renata - Kedibone Safaris,"Dec 28, 2023 · 9:00 AM UTC"
8:40am,1 Leopard hunting,"H1-4, 5km S of S89, lying flat under a bush busy stalking Impala Near Satara",3/5,Renata - Kedibone Safaris,"Dec 28, 2023 · 9:00 AM UTC"
10:25am,1 Leopard stationary,"H1-1, 450m N of S11 W junction Near Pretoriuskop",5/5,Danny1809,"Dec 30, 2023 · 8:35 AM UTC"
8:05am,1 Leopard ,"H4-2, 2.7km S of H5 Near Crocodile Bridge",3/5,DarbyFamily,"Dec 30, 2023 · 8:35 AM UTC"
7:53am,1 Leopard Torotoise crossed road,"H3, just N of Renosterpan turnoff Near Malelane",5/5,bushgirl97,"Dec 30, 2023 · 7:46 AM UTC"
8:15am,1 Leopard crossed road now in tree,"H3, 600m N of S110 tar Near Malelane",5/5,AfricanBushKingdom,"Dec 29, 2023 · 10:33 AM UTC"
11:08am,1 Leopard ,"S1, 2.2km W of S65 Near Skukuza",1/5,Tashotten,"Dec 29, 2023 · 10:30 AM UTC"
3:56pm,1 Leopard,"H1-2, on the road 100m S of H10 Near Tshokwane",5/5,Lunga,"Dec 30, 2023 · 3:40 PM UTC"
10:45am,1 Leopard ,"S114, between the Biyamiti Loop S23 N and S junctions Near Jock Safari Lodge",5/5,Amit,"Dec 30, 2023 · 1:30 PM UTC"
8:28am,1 Leopard stationary,"H10, 1km N of H4-2 Near Lower Sabie",2/5,A38V,"Dec 30, 2023 · 11:13 AM UTC"
10:32am,1 Leopard Tortoise crossed road,"H5, 1.9km E of S114 Near Skukuza",5/5,CharlieSim,"Dec 30, 2023 · 11:11 AM UTC"
