Time,Animal Type and Number,Location,Rating,Tinged By,Title
12:08pm,2 Wild Dog stationary,"S28, 1.9km E of H4-2 S junction Near Crocodile Bridge",3/5,MadMac3,"Dec 22, 2023 · 10:29 AM UTC"
6:00am,Pack of Wild Dog ,"S60, between the S59 and H13-2 Near Punda Maria",5/5,DaniëlH,"Dec 22, 2023 · 10:20 AM UTC"
9:50am,1 African Wild Cat crossed road,"S130, 500m S of H4-2 N junction Near Lower Sabie",4/5,JohnSmith,"Dec 22, 2023 · 9:44 AM UTC"
11:10am,1 Leopard in a tree,"S83, 200m N from H1-2 W entrance, went to lay down shortly after Near Skukuza",3/5,The Emmett Family Adventures,"Dec 22, 2023 · 9:32 AM UTC"
11:10am,Vurhami pride of Lion stationary,"S28, 1km E from H4-2 S entrance, E side of road at lollipop entrance Near Crocodile Bridge",5/5,Jean - Discover Kruger Safaris,"Dec 22, 2023 · 9:23 AM UTC"
10:55am,Pack of Wild Dog stationary,"S28, under bush on E side, 1.4km S of Shishangeni turnoff. Not far off the road Near Crocodile Bridge",3/5,Jean - Discover Kruger Safaris,"Dec 22, 2023 · 9:23 AM UTC"
10:47am,1 Brown Snake Eagle stationary,"S95, 900m E of H1-6 N junction Near Letaba",5/5,Pats,"Dec 22, 2023 · 9:03 AM UTC"
8:48am,1 African Comb Duck stationary,"S131, 8.2km W of H9 E junction at Spukayila Dam Near Letaba",5/5,Pats,"Dec 22, 2023 · 9:03 AM UTC"
8:45am,3 Black backed Jackal ,"H1-4, 2km N of S147 Near Satara",5/5,Renata - Kedibone Safaris,"Dec 22, 2023 · 8:54 AM UTC"
10:01am,1 Lion sleeping,"S114, under a tree about  halfway between the S22 and H1-1 Near Skukuza",3/5,The Emmett Family Adventures,"Dec 22, 2023 · 8:47 AM UTC"
6:41am,Photo of the pride of Lion stationary,"H4-2, 800m E of S28 S entrance. Near Crocodile Bridge",3/5,Christelle - Capture Nature Kruger Safaris,"Dec 22, 2023 · 8:01 AM UTC"
9:31am,5 Wild Dog ,"S28, 1.6km E of H4-2 S junction Near Crocodile Bridge",2/5,RubenSmit,"Dec 22, 2023 · 7:41 AM UTC"
9:19am,2 Kori Bustard ,"S25, 10m from H4-2 junction Near Crocodile Bridge",5/5,Noa,"Dec 22, 2023 · 7:30 AM UTC"
7:50am,1 Elephant on the move,"S25, 1.9km W of Mjejane private camp road turnoff Near Malelane",5/5,Braydonm07,"Dec 22, 2023 · 6:03 AM UTC"
7:39am,Pack of Wild Dog stationary,"H7, near Nsemani dam Near Satara",5/5,Jackie,"Dec 22, 2023 · 6:00 AM UTC"
6:50am,11 Wild Dogs running,"H7, Nsemani dam Near Satara",5/5,Martha du Plessis,"Dec 22, 2023 · 5:40 AM UTC"
6:50am,Herd of Elephant,"H9, at Rhidonda dam Near Letaba",5/5,Renata - Kedibone Safaris,"Dec 22, 2023 · 5:39 AM UTC"
6:40am,Huge herd of Buffalo ,"H9, 1.8km W of Rhidonda dam Near Letaba",5/5,Renata - Kedibone Safaris,"Dec 22, 2023 · 5:39 AM UTC"
5:05am,2 Lions mating,"H7, 1km E of S106 W junction Near Orpen",5/5,Callumn photography,"Dec 22, 2023 · 5:29 AM UTC"
7:07am,1 African Hawk Eagle in a tree,"H1-4, 1km S of S90 Near Satara",5/5,Die Wolmaranse,"Dec 22, 2023 · 5:24 AM UTC"
7:03am,2 Spotted Hyenas,"H1-4, about 1km from S90 at the No Entry sign Near Satara",5/5,Die Wolmaranse,"Dec 22, 2023 · 5:23 AM UTC"
6:17am,3 Wild Dogs on the move,"H1-5, 2km N of H8 Near Olifants Camp",5/5,Tiffhall07,"Dec 22, 2023 · 5:16 AM UTC"
4:34am,1 Black backed Jackal on the move,"S25, 250m W of H4-2 Near Crocodile Bridge",5/5,kelsww,"Dec 22, 2023 · 5:16 AM UTC"
4:31am,1 African Wild Cat on the move,"H4-2, 350m S of S25 Near Crocodile Bridge",3/5,kelsww,"Dec 22, 2023 · 5:16 AM UTC"
6:36am,3 Lions stationary and Black backed Jackal,"H4-2, 1km N of S28 S junction Near Crocodile Bridge",2/5,Andrew123,"Dec 22, 2023 · 5:16 AM UTC"
6:37am,1 Spotted Hyena on the move,"S25, 5.7km E of S26 Near Crocodile Bridge",3/5,Marianne6932,"Dec 22, 2023 · 5:16 AM UTC"
6:41am,1 Leopard in a tree,"S25, 7.4km W of H4-2 Near Crocodile Bridge",3/5,Braydonm07,"Dec 22, 2023 · 5:16 AM UTC"
6:30am,1 Leopard stationary,"S25, on a boulder 1.3km E of S114 Near Malelane",5/5,Nardi,"Dec 22, 2023 · 4:57 AM UTC"
6:47am,1 Leopard in a tree,"S25, 7.4km W of H4-2 Near Crocodile Bridge",4/5,Ganchi family,"Dec 22, 2023 · 4:57 AM UTC"
6:36am,3 Rock Dassies stationary,"S51, on rock 72m S of H9 E junction Near Phalaborwa",5/5,Pats,"Dec 22, 2023 · 4:49 AM UTC"
6:20am,1 Leopard on the move,"S25, walking down road for about 300m then turned off into bush. About 2km E from S139 Biyamati turn off. Near Biyamiti Bush Camp",5/5,Daniel lipchin,"Dec 22, 2023 · 4:35 AM UTC"
5:48pm,2 Lions,"H4-2, 1km N from Vurhami Bridge Near Crocodile Bridge",5/5,Tinged by@zainyp,"Dec 21, 2023 · 4:03 PM UTC"
5:40pm,1 Leopard on the move,"H3, walking on the road 5km S from S113 junction Near Jock Safari Lodge",5/5,Vaiks,"Dec 21, 2023 · 3:58 PM UTC"
5:26pm,2 Lions stationary,"H4-2, 900m N of S28 S junction Near Crocodile Bridge",2/5,asouquet,"Dec 21, 2023 · 3:52 PM UTC"
5:30pm,2 Lions stationary,"H4-2, in the dip between Vurhami Bridge and H5 Near Crocodile Bridge",5/5,Shehrazaad,"Dec 21, 2023 · 3:49 PM UTC"
4:57pm,6 Lion stationary,"H4-2, 550m N of S25 Near Crocodile Bridge",2/5,asouquet,"Dec 21, 2023 · 3:04 PM UTC"
4:40pm,1 Leopard on the move,"H4-1, 100m from Sunset dam, walked on the road Near Lower Sabie",5/5,Matt Thompson,"Dec 21, 2023 · 3:01 PM UTC"
4:47pm,Herd of Sable ANtelope ,"H1-1, close to S11 E Near Pretoriuskop",5/5,Dazza,"Dec 21, 2023 · 3:01 PM UTC"
4:06pm,3 Buffalo stationary,"S12, just after turnoff from H7 Near Satara",4/5,Die Wolmaranse,"Dec 21, 2023 · 2:48 PM UTC"
4:36pm,2 Lion hunting,"H1-3, 1.5km N of H6 Near Satara",5/5,tomtomco90,"Dec 21, 2023 · 2:38 PM UTC"
3:59pm,2 Southern Ground Hornbill walking around,"S25, 3.9km E of S26 Near Crocodile Bridge",5/5,Twakkie ZA,"Dec 21, 2023 · 2:27 PM UTC"
8:48am,Pack of Wild Dog ,"H3, at S112 junction Near Skukuza",5/5,Zel106,"Dec 21, 2023 · 2:02 PM UTC"
3:35pm,8 Lion stationary,"H4-2, 550m N of S25 Near Crocodile Bridge",3/5,Vishi,"Dec 21, 2023 · 1:41 PM UTC"
3:26pm,1 Crocodile stationary,"H4-1, S side of Sunset dam Near Lower Sabie",4/5,Marianne6932,"Dec 21, 2023 · 1:34 PM UTC"
10:02am,1 Lion stationary,"S125, 6km E of the S36 Near Satara",5/5,Henri and Rudi,"Dec 21, 2023 · 1:32 PM UTC"
2:45pm,4 Wild Dogs sleeping,"H3, at S112 junction Near Skukuza",3/5,Johané,"Dec 21, 2023 · 12:55 PM UTC"
1:37pm,6 Elephant stationary,"H4-1, 3.8km E of H11 Near Skukuza",4/5,Marianne6932,"Dec 21, 2023 · 11:54 AM UTC"
12:36pm,Pack of Wild Dog still stationary,"S1, at S3 junction Near Phabeni",4/5,Dazza,"Dec 21, 2023 · 10:41 AM UTC"
12:27pm,1 Vulture in a tree,"H4-2, 350m N of S25 Near Crocodile Bridge",5/5,YM,"Dec 21, 2023 · 10:32 AM UTC"
12:23pm,Pride of Lion stationary,"H4-2, 500m N of S25 Near Crocodile Bridge",3/5,Shehrazaad,"Dec 21, 2023 · 10:26 AM UTC"
12:02pm,1 Elephant stationary,"H4-1, 2.1km E of H11 Near Skukuza",2/5,Vishsonne,"Dec 21, 2023 · 10:23 AM UTC"
11:51am,1 Lion sleeping,"H7, by the Tamboti camp turnoff Near Orpen",4/5,Callumn photography,"Dec 21, 2023 · 10:23 AM UTC"
10:41am,2 Lion stationary and Elephant,"S90, 600m N of S41 Near Satara",5/5,BushAddict,"Dec 21, 2023 · 10:23 AM UTC"
11:00am,Herd of Buffalo crossed road,"H1-3, passed the S83 E junction, heading towards river Near Skukuza",5/5,Muhammad,"Dec 21, 2023 · 9:58 AM UTC"
10:50am,1 Elephant on the move,"S1, 290m W of S4 Near Skukuza",4/5,Vishsonne,"Dec 21, 2023 · 8:54 AM UTC"
10:35am,4 Lion ,"S120, at H3 junction Near Malelane",2/5,Nuessi60,"Dec 21, 2023 · 8:42 AM UTC"
9:55am,3 Southern Ground Hornbill stationary,"H3, 600m N of Renosterpan turnoff Near Malelane",4/5,Nuessi60,"Dec 21, 2023 · 8:01 AM UTC"
7:53am,3 Buffalo stationary,"H5, 650m W of H4-2 Near Crocodile Bridge",5/5,JordanForbes,"Dec 21, 2023 · 8:01 AM UTC"
9:48am,6 Lion stationary,"H4-2, 400m N of S25 Near Crocodile Bridge",5/5,PapaFox,"Dec 21, 2023 · 8:01 AM UTC"
