Time,Animal Type and Number,Location,Rating,Tinged By,Title
5:26am,1 Lion stationary,"H6, 1.7km from H1-3 Near Satara",5/5,Chris123456,"Dec 4, 2023 · 4:21 AM UTC"
5:33am,1 Lion on the move,"H1-3, 2.6km S of H6 Near Satara",5/5,Chris123456,"Dec 4, 2023 · 4:21 AM UTC"
3:11pm,1 Lion stationary,"""Lion and hippopotamus"" S25, 2.3km W of the S27 Near Crocodile Bridge",5/5,DanMan,"Dec 3, 2023 · 2:21 PM UTC"
10:00am,Pride of Lion on the move,"""They left at 11"" H4-1, at Sunset Dam Near Lower Sabie",5/5,Tinged by@n.m_wildlifephotography,"Dec 3, 2023 · 11:51 AM UTC"
10:30am,Pride of Lion stationary,"""In the shade"" H4-2, at the Vurhami Lookout Near Crocodile Bridge",5/5,JTS,"Dec 3, 2023 · 10:55 AM UTC"
8:00am,15 Lion stationary,"""5-6 females and 9-10 cubs. One female can't use her left hind leg"" S41, 10km S of the S100 Near Satara",5/5,Erland,"Dec 3, 2023 · 8:24 AM UTC"
9:22am,1 Lion on the move,"S1, 4.7km E of the S3 Near Pretoriuskop",5/5,HHG,"Dec 3, 2023 · 7:47 AM UTC"
5:04pm,2 Lion ,"S114, 250m E of H3 Near Malelane",5/5,Zain,"Dec 2, 2023 · 3:15 PM UTC"
2:37pm,2 Lion hunting,"""Lionesse stalking Zebra"" H4-2, about 500m N of Vurhami Bridge Near Crocodile Bridge",5/5,Marie and Hendrik,"Dec 2, 2023 · 12:59 PM UTC"
6:30am,3 Lion on the move,"H4-2, near Vurhami bridge Near Crocodile Bridge",5/5,zkwildlifephotography,"Dec 2, 2023 · 12:08 PM UTC"
1:20pm,1 Lion stationary,"""Waiting for the huge herd of buffaloes which are fast approaching"" H4-2, at Vurhami viewpoint Near Crocodile Bridge",5/5,triangels,"Dec 2, 2023 · 11:29 AM UTC"
10:53am,2 Lion stationary,"H4-1, 2.5km W of Sunset dam near the side of the river under a tree in shade Near Lower Sabie",1/5,Candace717,"Dec 2, 2023 · 9:48 AM UTC"
10:39am,2 Lion stationary,"S114, 900m E of H3 Near Malelane",3/5,Jesswoolam,"Dec 2, 2023 · 9:48 AM UTC"
8:00am,3 Lion ,"S46, at Engelhard dam Near Letaba",3/5,Mhloti,"Dec 2, 2023 · 7:47 AM UTC"
9:31am,Pride of Lion stationary,"H7, 400m E of Tamboti camp turn off Near Orpen",5/5,Hester,"Dec 2, 2023 · 7:47 AM UTC"
9:17am,Pride of Lion stationary,"""2 lionesses, 5 cubs and 1 male"" H7, 400m E of Tamboti camp turn off, next to the road Near Orpen",5/5,Donald - Khalanga Safaris,"Dec 2, 2023 · 7:26 AM UTC"
7:17am,1 Lion stationary,"H4-2, just N of S28 S junction Near Crocodile Bridge",5/5,Janrap,"Dec 2, 2023 · 5:20 AM UTC"
6:59am,Pride of Lion ,"S28, 3km E of H4-2 S junction Near Crocodile Bridge",5/5,Afghan,"Dec 2, 2023 · 5:10 AM UTC"
6:40am,Pride of Lion stationary,"H4-2, about 100m N of S28 S junction Near Crocodile Bridge",4/5,Marie and Hendrik,"Dec 2, 2023 · 5:03 AM UTC"
6:30am,1 Lion stationary,"H4-2, just N of S28 S junction Near Crocodile Bridge",2/5,Afghan,"Dec 2, 2023 · 4:39 AM UTC"
5:07pmam,Pride of Lion stationary,"""1 male, 4 lionesses and a few cubs in the road"" H7, 1km E of Maroela camp turnoff Near Orpen",5/5,Nirie,"Dec 2, 2023 · 4:14 AM UTC"
5:36pm,Pride of Lion on the move,"""Last females crossed to Gardenia Hide area"" S119, close to Gardenia Hide Near Malelane",3/5,n.m wildlifephotography,"Dec 1, 2023 · 3:40 PM UTC"
1:29pm ,Pride of Lion stationary ,"""Lazy lions. Distance makes visibility not perfect""  S119, 1.2km E of Gardenia Hide, in the shade on opposite side of the river  Near Malelane ",4/5,SusiedB,"Dec 1, 2023 · 12:04 PM UTC"
11:30am,3 Lion ,"H1-3, 150m N of Ngotso North Near Satara",3/5,Renata - Kedibone Safaris,"Dec 1, 2023 · 11:37 AM UTC"
12:35pm,5 Lion stationary,"S119, 1km E of Gardenia Hide Near Malelane",3/5,Keaton and the Anthony's,"Dec 1, 2023 · 10:46 AM UTC"
8:00am,1 Lion on the move,"H1-2, Sand river low level bridge Near Skukuza",5/5,Nhlamulo - Sable Tours,"Dec 1, 2023 · 9:39 AM UTC"
10:29am,Pride of Lion stationary,"""Male in riverbed"" S119, about 2km N of S25 towards Gardenia Hide Near Malelane",3/5,Marie and Hendrik,"Dec 1, 2023 · 8:40 AM UTC"
8:38am ,2 Lions on the move ,"""Walking East""  H1-2, 3.7km W of S83 E junction on opposite side of the river  Near Skukuza ",5/5,Rose,"Dec 1, 2023 · 7:12 AM UTC"
8:22am,2 Lion ,"H10, 6.9km N of H4-2 Near Lower Sabie",5/5,JustinGreef,"Dec 1, 2023 · 7:09 AM UTC"
8:57am,Pride of Lion stationary,"""Female crossed road to Gardenia side but went back to riverbed"" S119, 500m E of Gardenia Hide Near Malelane",5/5,n.m wildlifephotography,"Dec 1, 2023 · 7:02 AM UTC"
8:05am,2 Lion on the move,"S82, 9km N of H4-2 S junction on E side Near Lower Sabie",5/5,Kerry - Kruger Pride Safaris,"Dec 1, 2023 · 6:29 AM UTC"
8:10am,Pride of Lion on a kill,"""2 big males hogging the kill, females have moved off"" S119, 500m E of Gardenia Hide Near Malelane",5/5,n.m wildlifephotography,"Dec 1, 2023 · 6:29 AM UTC"
7:49am,6 Lion eating,"S119, 2.4km N of S25 Near Malelane",4/5,Shaylavl,"Dec 1, 2023 · 6:12 AM UTC"
7:30am,4 Lion stationary,"""one is hunting"" S28, 200m E of H4-2 S junction Near Crocodile Bridge",5/5,Marie and Hendrick,"Dec 1, 2023 · 5:44 AM UTC"
7:30am,2 Lion stationary,"""Lionesses"" S28, 200m E of H4-2 S junction Near Crocodile Bridge",5/5,Marie and Hendrick,"Dec 1, 2023 · 5:40 AM UTC"
6:50am,2 Lion stationary,"""Lionesses"" S28, 200m E of H4-2 S junction Near Crocodile Bridge",5/5,Kerry - Kruger Pride Safaris,"Dec 1, 2023 · 5:04 AM UTC"
6:20am,1 Lion on the move,"S25, crossed the road 1.9km W of H4-2 Near Crocodile Bridge",5/5,Kerry - Kruger Pride Safaris,"Dec 1, 2023 · 4:36 AM UTC"
5:49am,1 Lion on the move,"""Young male"" S114, 2.8km E of H3 Near Malelane",5/5,Treparriscos,"Dec 1, 2023 · 4:17 AM UTC"
4:45am,1 Lion stationary,"""Young male on side of road"" H3, 1km N of S110 Tar Near Malelane",5/5,n.m wildlifephotography,"Dec 1, 2023 · 4:13 AM UTC"
7:00am,1 Lion stationary,"""Biyamiti male"" S114, 1km S of S139 Near Biyamiti Bush camp",5/5,Ranger Laz - Jock Safari Lodge,"Nov 30, 2023 · 8:54 AM UTC"
8:41am,3 Lion ,"""2 are mating"" S1, 2km W of Nyamundwa dam Near Phabeni",4/5,Irma,"Nov 30, 2023 · 7:39 AM UTC"
9:30am,2 Lion ,"S28, near Ntandanyathi hide Near Lower Sabie",5/5,Nazreen,"Nov 30, 2023 · 7:34 AM UTC"
8:05am,Mating pair of Lion ,"S1, 1.8km W of Nyamundwa dam Near Phabeni",4/5,Marietta and Howard,"Nov 30, 2023 · 7:34 AM UTC"
6:57am,2 Lion on the move,"""Beautiful"" S137, about 1.5km W of S28 Near Lower Sabie",5/5,Marie and Hendrik,"Nov 30, 2023 · 6:37 AM UTC"
7:59am,4 Lion stationary,"""Old males, 1 is white"" H7, 3.1km W of H1-3 Near Satara",3/5,Mare,"Nov 30, 2023 · 6:09 AM UTC"
6:50am,2 Lion on the move,"""Were laying donw, now standing up walking to the right"" S137, 1.3km W of S28 Near Lower Sabie",5/5,Rose,"Nov 30, 2023 · 6:00 AM UTC"
5:55am,Mating pair of Lion plus one old male with sore eye,"S1, 3.5km E of S3 Near Phabeni",5/5,SusiedB,"Nov 30, 2023 · 4:41 AM UTC"
6:00am,Pride of Lion stationary,"S1, just W of Nyamundwa dam Near Phabeni",3/5,Anja,"Nov 30, 2023 · 4:41 AM UTC"
5:38am,2 Lions mating,"S1, 2km E of S3 on N side of road Near Phabeni",3/5,James,"Nov 30, 2023 · 4:41 AM UTC"
5:05am,1 Lion stationary,"""Was in road. Now on W side. Looks like he had a fight with a porcupine."" S114, 500m N of S22 Near Skukuza",5/5,Ossendryver Family,"Nov 30, 2023 · 4:41 AM UTC"
5:02am,2 Lion sleeping right next to the road,"H3, 2.2km N of S114 Near Malelane",5/5,TWF,"Nov 30, 2023 · 4:36 AM UTC"
4:42pm,2 Lion crossed road,"""Now stationary. They are 200m away from the other 2 male Lions."" H4-1, 3.5km E of H1-2 Near Skukuza",5/5,Ossendryver_Family,"Nov 29, 2023 · 3:29 PM UTC"
5:10pm,Pride of Lion on the move,"""Update: They moved to the road."" S28, 3.5km from H4-2, S entrance Near Crocodile Bridge",5/5,Tayobs,"Nov 29, 2023 · 3:22 PM UTC"
5:05pm,Pride of Lion stationary,"S28, 3.5km from H4-2, S entrance Near Crocodile Bridge",5/5,Marie and Hendrik,"Nov 29, 2023 · 3:16 PM UTC"
4:27pm,2 Lion on the move,"""Males moving from bust to bush."" S1, 2km W of the Nyamundwa Dam Near Phabeni",4/5,NDC,"Nov 29, 2023 · 2:43 PM UTC"
3:59pm,Pride of Lion stationary,"S28, about 3.5km from H4-2, S entrance Near Crocodile Bridge",5/5,Tayobs,"Nov 29, 2023 · 2:12 PM UTC"
2:12pm,2 Lion stationary,"""One with a very sore eye"" S1, 1.2km W of the Nyamundwa Dam Near Phabeni",5/5,HHG,"Nov 29, 2023 · 12:53 PM UTC"
10:30am,2 Lion stationary,"""Males sleeping under the trees on the eastern side."" H1-3, 80m S of S86, S entrance Near Tshokwane",5/5,Renata - Kedibone Safaris,"Nov 29, 2023 · 11:40 AM UTC"
9:55am,1 Lion hunting,"""A male chasing Buffalo in the riverbed. The Lion came back after missing the calf and was chased by buffalo. Now lying under a tree now (10:10am)."" H1-3, 3.4km N of Tshokwane Picnic Spot",5/5,Renata - Kedibone Safaris,"Nov 29, 2023 · 11:26 AM UTC"
8:00am,1 Lion stationary,"""Male in the riverbed."" H1-2, 3.2km W of the Mutlumuvu River Bridge Near Skukuza",5/5,Renata - Kedibone Safaris,"Nov 29, 2023 · 11:26 AM UTC"
12:23pm,2 Lion stationary,"""Elephants chased the two females from the tree. Now under a bush."" H10, 5km from H4-2 Near Lower Sabie",3/5,stefdeyou,"Nov 29, 2023 · 11:00 AM UTC"
12:31pm,2 Lion stationary,"""Literally next to the road on a small lollipop."" H4-1, just E of Bravo Loop,W entrance Near Skukuza",5/5,Ossendryver_Family,"Nov 29, 2023 · 11:00 AM UTC"
12:15pm,2 Lion stationary,"""Under the tree on the riverside of the little viewpoint, 1m from the road. Beautiful lazy males lying in the shade. Visibility is 5/5 when you get to them."" H4-1, 9.4km W of H12 bridge Near Skukuza",5/5,SusiedB,"Nov 29, 2023 · 10:46 AM UTC"
11:00am,2 Lion stationary,"""Lioness lying down 1m from the road. There is a big male on the northern side of the road in the bushes. We thought it would come over to her (it might still)."" H4-1, 2.7km W of S79, W entrance Near Lower Sabie",5/5,SusiedB,"Nov 29, 2023 · 10:45 AM UTC"
10:20am,1 Lion on the move,"""Lioness on the south side of the road. She went down just now so visibility is restricted to specific points on the road."" H4-1, 4.7km W of H10 Near Lower Sabie",5/5,SusiedB,"Nov 29, 2023 · 10:45 AM UTC"
10:55am,1 Lion stationary,"H1-2, 2.2km E of S83, W entrance Near Skukuza",2/5,Ossendryver_Family,"Nov 29, 2023 · 10:32 AM UTC"
11:19am,1 Lion on the move,"""Was on the road then later moved."" S36, 1.2km from H1-2 Near Skukuza",5/5,Ossendryver_Family,"Nov 29, 2023 · 10:32 AM UTC"
9:20am,2 Lion on the move,"""The mating pair on the northern side of the road, moved off again heading west."" S1, 800m W of Nyamundwa Dam Near Phabeni",5/5,Marietta and Howard,"Nov 29, 2023 · 8:03 AM UTC"
7:08am,2 Lion mating,"S1, at the Nyamundwa Dam Near Phabeni",5/5,Cil,"Nov 29, 2023 · 6:48 AM UTC"
7:25am,2 plus Lion stationary,"""Relaxing."" S1, 300m W of the Nyamundwa Dam Near Phabeni",5/5,LoveWildAnimals,"Nov 29, 2023 · 6:26 AM UTC"
6:30am,1 Lion stationary,"""A young male with a collar. He was lying down and then moved into the riverbed on the southern side in the grass."" H14, at the Ngobeni short loop Near Phalaborwa",4/5,Alberto - Matimba Lodge,"Nov 29, 2023 · 5:40 AM UTC"
3:33pm,2 Lion crossed road,"""Males, on the northern side of the road."" S48, 40m from H1-6, S entrance Near Letaba",5/5,Klaas,"Nov 28, 2023 · 3:07 PM UTC"
10:45am,2 Lion stationary,"""Males."" S147, 500m from H1-4 Near Olifants",5/5,Dolph sk,"Nov 28, 2023 · 2:39 PM UTC"
3:28pm,3 Lion crossed road,"""They are now lying in the riverbed. Only one is visible, 20m in."" H4-1, 3.4km from H1-2 Near Skukuza",5/5,Nachi,"Nov 28, 2023 · 1:56 PM UTC"
2:16pm,1 plus Lion stationary,"""They were in the bush. Hiding in the shadows"" H4-1, 3.2km E of H1-2 Near Skukuza",1/5,Mednor,"Nov 28, 2023 · 12:51 PM UTC"
9:16am,1 Lion sleeping,"""Underneath a tree next to the road."" H1-3, 1.4km N of S35 Near Tshokwane",5/5,WildlifeM,"Nov 28, 2023 · 10:58 AM UTC"
9:49am,4 Lion crossed road,"""So lucky. Arrived as they all were in the road. They crossed to the west and disappeared"" S114, 850m N of S112 Near Skukuza",5/5,Ossendryver_Family,"Nov 28, 2023 · 10:24 AM UTC"
10:48am,13 Lion stationary,"""A pile of lions all sleeping under a little bush. Difficult to get an accurate count."" S28, 3km N of S137 Near Lower Sabie",5/5,G and T,"Nov 28, 2023 · 9:57 AM UTC"
10:30am,12 Lion stationary,"""Next to the road."" S28, 2.5km from H4-2, N entrance Near Lower Sabie",5/5,Rudi,"Nov 28, 2023 · 9:57 AM UTC"
10:15am,3 Lion stationary,"""Males."" H4-1, 3.2km from H1-2 Near Skukuza",5/5,Izelle,"Nov 28, 2023 · 9:08 AM UTC"
7:03am,3 Lion sleeping,"""There is 1 big male and 2 females lying under a tree."" H4-1, 3.4km E of H1-2 Near Skukuza",5/5,WildlifeM,"Nov 28, 2023 · 8:59 AM UTC"
8:37am,1 Lion stationary,"H4-1, 7.8km W of H12 Near Skukuza",1/5,Ossendryver_Family,"Nov 28, 2023 · 8:46 AM UTC"
8:42am,3 Lion stationary,"H4-1, 3.4km from H1-2 Near Skukuza",4/5,Ossendryver_Family,"Nov 28, 2023 · 8:46 AM UTC"
8:10am,1 Lion stationary,"""On the corner of the lookout loop onto the riverbed."" S118, 5km from H3 Near Malelane",4/5,Jesswoollam,"Nov 28, 2023 · 8:04 AM UTC"
7:43am,1 Lion sleeping,"""In the riverbed."" H4-1, 13km from Skukuza",3/5,Birgit,"Nov 28, 2023 · 5:55 AM UTC"
6:00am,4 Lion stationary,"H3, at the Matjulu River Bridge Near Malelane",2/5,stefdeyou,"Nov 28, 2023 · 4:49 AM UTC"
5:30am,5 Lion on the move,"""Walking west along the road. One is limping."" S110 gravel, close to H3 Near Berg en Dal",5/5,Erland,"Nov 28, 2023 · 4:34 AM UTC"
10:06am,6 Lions stationary,"""In the riverbed, 300m from the bridge. Visibility is 1/5 without binoculars. Clear visual but very distant."" H4-1, 200m N of S21 Near Lower Sabie",1/5,Barry,"Nov 27, 2023 · 10:35 AM UTC"
10:51am,4 Lion hunting,"""In the ravine, in the shade on the east side."" H4-1, 4.2km N of Nkuhku Picnic Spot Near Skukuza",5/5,Barry,"Nov 27, 2023 · 10:30 AM UTC"
10:06am,6 Lion stationary,"""In the riverbed, 300m from the bridge. Visibility is 1/5 without binoculars. Clear visual but very distant."" H4-1, 200m N of S21 Near Lower Sabie",1/5,Barry,"Nov 27, 2023 · 10:30 AM UTC"
11:07am,4 Lion stationary,"S25, 5.4km E of S26 Near Crocodile Bridge",4/5,Sliprat,"Nov 27, 2023 · 9:58 AM UTC"
7:12am,3 Lion stationary,"""In a small riverbed. They are lying down, but very alert with heads raised all the time. Reacting to sounds and movements."" H4-1, 3.5km E of H12 Near Skukuza",4/5,Tienbierpanter,"Nov 27, 2023 · 9:42 AM UTC"
9:58am,4 Lion stationary,"""They then got up walked down the road, and returned to the road. One of the youngsters is eating a small tortoise."" H4-1, 3km W of H12 Near Skukuza",5/5,Chrisma,"Nov 27, 2023 · 8:49 AM UTC"
7:50am,2 Lion stationary,"""Lionesses resting. They occasionally walk and rest. When we left they were resting."" H4-1, 4km E of H12 Near Skukuza",3/5,SusiedB,"Nov 27, 2023 · 8:49 AM UTC"
10:00am,Pride of Lion on the move,"H3, 1.5km S of the S110 sand road Near Malelane",4/5,Sunflower,"Dec 15, 2023 · 8:28 AM UTC"
8:50am,Vurhani pride of Lion on the move,"H4-2, 400m N of S25 on W side Near Crocodile Bridge",3/5,Christelle - Capture Nature Kruger Safaris,"Dec 15, 2023 · 8:12 AM UTC"
8:50am,Vurhani pride of Lion stationary,"S25, 100m from H4-2 S side Near Crocodile Bridge",5/5,Christelle - Capture Nature Kruger Safaris,"Dec 15, 2023 · 7:15 AM UTC"
8:50am,Vurhani pride of Lion stationary,"S25, 100m from H4-2 S side Near Crocodile Bridge",5/5,Jean - Discover Kruger Safaris,"Dec 15, 2023 · 7:15 AM UTC"
8:36am,5 Lion sleeping,"S22, 900m W of S114 Near Skukuza",2/5,MorneSoekoe,"Dec 15, 2023 · 7:03 AM UTC"
7:58am,2 Lion stationary,"S110 sand, 400m E of S120 Near Berg En Dal",4/5,JessicaJane,"Dec 15, 2023 · 6:25 AM UTC"
7:53am,Pride of Lion stationary,"H4-2, 10m from S25 Near Crocodile Bridge",5/5,Mercia,"Dec 15, 2023 · 6:09 AM UTC"
6:50am,1 Lion on the move,"H4-2, S25 junction, moving West Near Crocodile Bridge",5/5,Mfundziso Nyambi,"Dec 15, 2023 · 5:08 AM UTC"
5:30am,Pride of Lion feeding,"""2 male lions eating on kudu. 5 others lying around. Right next to road"" S41, 10.5km N of S100 Near Satara",5/5,Michelle,"Dec 15, 2023 · 4:24 AM UTC"
1:36pm,1 Lion ,"S41, 6.5km N of S100 Near Satara",5/5,Lutri,"Dec 14, 2023 · 3:07 PM UTC"
2:30pm,6 Lion hunting,"H4-1, outside Nkuhlu Near Lower Sabie",5/5,gowild photography,"Dec 14, 2023 · 1:50 PM UTC"
12:41pm,2 Lion sleeping,"""Afternoon nap for the lions"" H5, 2.3km W of H4-2 Near Crocodile Bridge",5/5,Amz17,"Dec 14, 2023 · 1:25 PM UTC"
5:02am,3 Lion stationary,"""What a great mom, chasing the hyenas away from her cubs"" S41, 3km N of Gudzani dam Near Satara",5/5,Genya,"Dec 14, 2023 · 12:36 PM UTC"
1:20pm,3 Lion stationary,"S41, 3km N of Gudzani dam Near Satara",5/5,Lutri,"Dec 14, 2023 · 12:35 PM UTC"
1:45pm,2 Lion stationary,"""Male and female next to road"" H5, about 3km W of H4-2 Near Crocodile Bridge",5/5,Drian Laas,"Dec 14, 2023 · 12:13 PM UTC"
9:53am,Pride of Lion on a kill,"""Casper the White Lion feeding"" H1-3, 3km S of H6 Near Satara",5/5,Tinged by@Keseve2,"Dec 14, 2023 · 10:14 AM UTC"
9:05am,1 Lion ,"H4-1, at Lubyelubye bridge Near Lower Sabie",4/5,Yusuf,"Dec 14, 2023 · 9:16 AM UTC"
9:29am,2 Lion stationary,"S100, 8.2km E of H1-3, river side Near Satara",4/5,kelsww,"Dec 15, 2023 · 11:29 AM UTC"
5:25pm,2 Lion stationary,"H4-2, 2km N of H5 Near Lower Sabie",4/5,Henri and Rudi,"Dec 15, 2023 · 3:37 PM UTC"
4:59pm,Mating pair of Lion stationary,"H5, 5km E of S108 Near Crocodile Bridge",5/5,Henri and Rudi,"Dec 15, 2023 · 3:21 PM UTC"
2:23pm,1 Lion,"S102, Mpondo dam Near Lower Sabie",5/5,Penny,"Dec 15, 2023 · 12:29 PM UTC"
7:14am,2 Lion mating,"S83, 1.6km N of H1-2 W junction Near Skukuza",5/5,CaBiagi 1508,"Dec 16, 2023 · 8:25 AM UTC"
6:22am,10 Lion stationary,"H4-2, 240m N of S25, running 200m from road on W side Near Crocodile Bridge",2/5,Meerkat629,"Dec 16, 2023 · 4:57 AM UTC"
4:50am,1 Lion stationary,"S82, 3km S of N entrance Near Lower Sabie",5/5,Wolfie and Deirdre,"Dec 16, 2023 · 4:26 AM UTC"
5:11am,1 Lion on the move,"H6, on the road between H1-3 and S37 Near Satara",5/5,Ivan,"Dec 16, 2023 · 4:26 AM UTC"
7:44am,13 Lions stationary,"S25, 800m from H4-2 Near Crocodile Bridge",5/5,Tetragrammaton,"Dec 17, 2023 · 6:32 AM UTC"
7:16am,10 plus Lion stationary,"S114, 2km N of S23, S entrance Near Malelane",5/5,Jochemvanwattum,"Dec 17, 2023 · 5:33 AM UTC"
6:55am,10 Lion stationary,"S25, 800m Hrom H4-2 Near Crocodile Bridge",4/5,Tetragrammaton,"Dec 17, 2023 · 5:19 AM UTC"
5:06am,6 Lion stationay,"S112, 4.5km E of H3 Near Skukuza",5/5,Sj_nic,"Dec 17, 2023 · 4:48 AM UTC"
5:57am,10 Lion stationay,"S25, 800m W of H4-2 Near Crocodile Bridge",5/5,KeeganHall,"Dec 17, 2023 · 4:23 AM UTC"
5:23pm,2 Lion sleeping,"S25, 2.1km E of S114 Near Malelane",5/5,AdelE,"Dec 16, 2023 · 3:36 PM UTC"
5:06pm,2 Lion stationary,"H4-2, 1.4km N of S28 S junction Near Crocodile Bridge",4/5,Schalk110,"Dec 16, 2023 · 3:32 PM UTC"
5:10pm,2 Lion stationary,"S25, 1.8km from S114 Near Malelane",5/5,MRS,"Dec 16, 2023 · 3:27 PM UTC"
5:12pm,2 Lion ,"H4-2, 1.4km N of S28 S junction Near Crocodile Bridge",3/5,NicoleBrighton,"Dec 16, 2023 · 3:24 PM UTC"
3:58pm,2 Lion mating,"H4-2, 2.7km N of S28 N junction Near Lower Sabie",5/5,NicoleBrighton,"Dec 16, 2023 · 3:24 PM UTC"
4:22pm,2 Lion sleeping,"S25, 2km E of S114 Near Malelane",5/5,woest,"Dec 16, 2023 · 3:13 PM UTC"
3:05pm,2 Lions stationary,"S25, 1.7km E of S114 Near Malelane",4/5,jade,"Dec 16, 2023 · 1:56 PM UTC"
2:59pm,2 Lions crossed road,"H4-2, 3km S of S130 S junction Near Crocodile Bridge",5/5,Meerkat629,"Dec 16, 2023 · 1:55 PM UTC"
2:23pm,2 Lions,"H5, 600m W of H4-2 Near Crocodile Bridge",5/5,Waza,"Dec 16, 2023 · 1:55 PM UTC"
1:09pm,2 Lions,"S25, 1.9km E of S114 Near Malelane",5/5,FraserWJ,"Dec 16, 2023 · 12:57 PM UTC"
10:07am,2 Lion mating,"H1-3, 1.5km S of Sweni Bridge on W side Near Satara",5/5,Enezcramer,"Dec 16, 2023 · 11:22 AM UTC"
7:40am,4 Lion stationary,"S114, 50m S of H5 Near Skukuza",4/5,Henri and Rudi,"Dec 18, 2023 · 6:05 AM UTC"
5:00am,2 Lion on the move,"H3, just N of S114 Near Malelane",4/5,Natje,"Dec 18, 2023 · 5:56 AM UTC"
5:40am,3 Lion stationary,"H4-2, 900m N of S25 Near Crocodile Bridge",4/5,Henri and Rudi,"Dec 18, 2023 · 5:21 AM UTC"
5:30am,3 Lion stationary,"H4-2, 900m N of S25 Near Crocodile Bridge",4/5,Kerry - Kruger Pride Safaris,"Dec 18, 2023 · 4:40 AM UTC"
9:38am,Pride of Lion stationary,"H6, close to the Sonop waterhole Near Satara",5/5,Bernadine,"Dec 19, 2023 · 7:59 AM UTC"
9:30am,2 Lion stationary,"H3, at the S110 tar junction Near Malelane",5/5,Arne Odding,"Dec 19, 2023 · 7:37 AM UTC"
7:03am,2 Lion stationary,"H4-2, 650m S of S130 N entrance Near Lower Sabie",5/5,Martin0708,"Dec 19, 2023 · 5:40 AM UTC"
5:14am,4 Lion stationary,"H1-4, 1.5km S of S147 Near Olifants",5/5,KennieG13,"Dec 19, 2023 · 5:30 AM UTC"
4:36am,1 Lion on the move,"H3, 1.2km W of S92 Near Olifants",5/5,KennieG13,"Dec 20, 2023 · 4:34 AM UTC"
8:26am,1 Lion stationary,"S65, 3.9km S of S1 Near Skukuza",4/5,T_DEBEER,"Dec 19, 2023 · 9:55 AM UTC"
8:12am,3 Lion stationary,"H6, 5.1km W of S41 Near Satara",5/5,KennieG13,"Dec 19, 2023 · 9:43 AM UTC"
9:07am,1 Lion sleeping,"S41, 4.6km S of S100 Near Satara",4/5,KennieG13,"Dec 19, 2023 · 9:43 AM UTC"
10:26am,4 Lions sleeping,"S114, 300m N of H5 Near Skukuza",4/5,IvyB,"Dec 20, 2023 · 12:20 PM UTC"
9:30am,Pride of Lion stationary,"S114, 2km N of H5 Near Skukuza",4/5,Neels,"Dec 20, 2023 · 11:23 AM UTC"
9:49am,2 Lion stationary,"H4-2, 4km N of S28 S entrance Near Crocodile Bridge",3/5,PietiePaashaas,"Dec 20, 2023 · 8:38 AM UTC"
4:50am,1 Lion on the move,"H3, 1km N of S110 tar Near Malelane",5/5,Mauritz,"Dec 20, 2023 · 8:38 AM UTC"
9:49am,2 Lion stationary,"H4-2, 1.5km N of S28 S entrance Near Crocodile Bridge",3/5,PietiePaashaas,"Dec 20, 2023 · 8:30 AM UTC"
10:35am,4 Lion ,"S120, at H3 junction Near Malelane",2/5,Nuessi60,"Dec 21, 2023 · 8:42 AM UTC"
9:48am,6 Lion stationary,"H4-2, 400m N of S25 Near Crocodile Bridge",5/5,PapaFox,"Dec 21, 2023 · 8:01 AM UTC"
6:42am,Pride of Lion stationary,"H4-1, 200m E of Lubyelubye Near Lower Sabie",5/5,Yolandi,"Dec 21, 2023 · 6:17 AM UTC"
6:09am,4 Lion on the move,"H3, 150m N of S121 Near Malelane",5/5,James,"Dec 21, 2023 · 6:17 AM UTC"
5:39am,2 Lions,"H3, 900m N of S110 tar, in open field Near Malelane",3/5,Nuessi60,"Dec 21, 2023 · 4:48 AM UTC"
5:48pm,2 Lions,"H4-2, 1km N from Vurhami Bridge Near Crocodile Bridge",5/5,Tinged by@zainyp,"Dec 21, 2023 · 4:03 PM UTC"
5:26pm,2 Lions stationary,"H4-2, 900m N of S28 S junction Near Crocodile Bridge",2/5,asouquet,"Dec 21, 2023 · 3:52 PM UTC"
5:30pm,2 Lions stationary,"H4-2, in the dip between Vurhami Bridge and H5 Near Crocodile Bridge",5/5,Shehrazaad,"Dec 21, 2023 · 3:49 PM UTC"
4:57pm,6 Lion stationary,"H4-2, 550m N of S25 Near Crocodile Bridge",2/5,asouquet,"Dec 21, 2023 · 3:04 PM UTC"
4:36pm,2 Lion hunting,"H1-3, 1.5km N of H6 Near Satara",5/5,tomtomco90,"Dec 21, 2023 · 2:38 PM UTC"
3:35pm,8 Lion stationary,"H4-2, 550m N of S25 Near Crocodile Bridge",3/5,Vishi,"Dec 21, 2023 · 1:41 PM UTC"
10:02am,1 Lion stationary,"S125, 6km E of the S36 Near Satara",5/5,Henri and Rudi,"Dec 21, 2023 · 1:32 PM UTC"
12:23pm,Pride of Lion stationary,"H4-2, 500m N of S25 Near Crocodile Bridge",3/5,Shehrazaad,"Dec 21, 2023 · 10:26 AM UTC"
11:51am,1 Lion sleeping,"H7, by the Tamboti camp turnoff Near Orpen",4/5,Callumn photography,"Dec 21, 2023 · 10:23 AM UTC"
10:41am,2 Lion stationary and Elephant,"S90, 600m N of S41 Near Satara",5/5,BushAddict,"Dec 21, 2023 · 10:23 AM UTC"
